,country,region,gdp,school,adfert,chldmort,life,pop,urban,femlab,literacy,co2,gini
174,Slovenia,Europe,25321.19921875,10.8500003814697,5,3.5,78.4833297729492,2015533,49.8166656494141,0.806999981403351,99.6999969482422,27.5999984741211,NA
175,Spain,Europe,27862.19921875,10.033332824707,12.6999998092651,4.25,80.5666656494141,44813184,77.033332824707,0.702600002288818,97.6999969482422,29.75,NA
176,Sweden,Europe,33621.3984375,11.6999998092651,6,3.25,80.8833312988281,9201517,84.4833374023438,0.874800026416779,NA,20.75,NA
177,Switzerland,Europe,37105.80078125,10.8666667938232,4.59999990463257,4.75,81.783332824707,7543950,73.4333343505859,0.803200006484985,NA,20.5,NA
178,Ukraine,Europe,6124,11.1999998092651,30.7999992370605,16,67.7333297729492,46158800,68.1666717529297,0.794000029563904,99.6999969482422,25.3500003814697,27.5
179,United Kingdom,Europe,33295.80078125,9.06666660308838,29.6000003814697,6,79.5500030517578,61099184,79.3166656494141,0.791599988937378,NA,34.0999984741211,NA
180,Angola,Oceania,4662,4.40000009536743,171.100006103516,170,49.6666679382324,17783300,56.25,0.837999999523163,70,2.25,NA
181,Australia,Oceania,33707.19921875,11.9833335876465,16.5,5.25,81.4000015258789,21325382,88.6666641235352,0.79940003156662,NA,66.1999969482422,NA
182,Fiji,Oceania,4259.60009765625,10.3000001907349,45.2000007629395,18,68.783332824707,840417,50.9000015258789,0.495400011539459,NA,7.25,NA
183,Kiribati,Oceania,2294.19995117188,7.80000019073486,22.2000007629395,49.25,67.1333312988281,95750,43.7000007629395,NA,NA,1.04999995231628,NA
184,Marshall Is,Oceania,NA,9.80000019073486,53.5,36,70.8666687011719,52833,70.9000015258789,NA,NA,5.65000009536743,NA
185,Micronesia,Oceania,2906.80004882812,8.80000019073486,25.3999996185303,40,68.3499984741211,110250,22.4833335876465,NA,NA,NA,NA
186,Nauru,Oceania,NA,NA,31.2000007629395,45.5,79.466667175293,10183,100,NA,NA,51.8499984741211,NA
187,New Zealand,Oceania,25199.599609375,12.3666667938232,30.8999996185303,6.25,80.0833358764648,4253334,86.1333312988281,0.811800003051758,NA,26.9500007629395,NA
188,Palau,Oceania,NA,12.1000003814697,13.8000001907349,15,70.6666641235352,20167,80.6833343505859,NA,NA,21.3499984741211,NA
189,Papua New Guinea,Oceania,1953.80004882812,4.11666679382324,66.9000015258789,69.75,61.4833335876465,6474600,12.5166664123535,0.96560001373291,60.0999984741211,2.75,NA
190,Samoa,Oceania,4012.60009765625,10.3000001907349,28.2999992370605,26.75,71.533332824707,181600,20.6666679382324,0.500999987125397,98.8000030517578,3.09999990463257,NA
191,Solomon Islands,Oceania,2249.19995117188,4.5,70.3000030517578,36,66.5,503617,17.7666664123535,0.485799998044968,NA,1.39999997615814,NA
192,Tonga,Oceania,4072.19995117188,10.1333332061768,22.2999992370605,19.25,71.8333358764648,102550,23.2666664123535,0.715000033378601,99,4.85000038146973,NA
193,Tuvalu,Oceania,NA,NA,23.2999992370605,36.5,66.033332824707,9767,49.2333335876465,NA,NA,NA,NA
194,Vanuatu,Oceania,3809.80004882812,6.69999980926514,54,17.75,69.966667175293,225317,24.5,0.898800015449524,82,1.5,NA
